type,category_pk,cue,name,movie
EXPLANATION,ut_905_turan_f.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ut_905_turan_f.mp4,0 - 2000,Turangini,exu_905_turan.mp4
EXPLANATION,ut_906_simhi_f.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ut_906_simhi_f.mp4,0 - 2000,Singhi/simhi,exu_906_simhi.mp4
EXPLANATION,ut_907_bhuj_f.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ut_907_bhuj_f.mp4,0 - 2000,Bhujangi,exu_907_bhuj.mp4
EXPLANATION,ut_908_mand_f.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ut_908_mand_f.mp4,0 - 2000,Manduki,exu_908_mand.mp4
EXPLANATION,ut_910_manav_f.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ut_910_manav_f.mp4,0 - 2000,Manavi,exu_910_mana.mp4
EXPLANATION,ut_1001_01_karor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1001_01_karor_f.mp4,0 - 2000,Karma,exu_1001_kar.mp4
EXPLANATION,ut_1002_01_kartrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1002_01_kartrans_f.mp4,0 - 2000,Karma,exu_1001_kar.mp4
EXPLANATION,ut_1001_02_karor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1001_02_karor_f.mp4,0 - 2000,Karma,exu_1001_kar.mp4
EXPLANATION,ut_1002_02_kartrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1002_02_kartrans_f.mp4,0 - 2000,Karma,exu_1001_kar.mp4
EXPLANATION,ut_1003_01_danor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1003_01_danor_f.mp4,0 - 2000,Danda,exu_1002_dand.mp4
EXPLANATION,ut_1004_01_dantrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1004_01_dantrans_f.mp4,0 - 2000,Danda,exu_1002_dand.mp4
EXPLANATION,ut_1003_02_danor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1003_02_danor_f.mp4,0 - 2000,Danda,exu_1002_dand.mp4
EXPLANATION,ut_1004_02_dantrans1_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1004_02_dantrans1_f.mp4,0 - 2000,Danda,exu_1002_dand.mp4
EXPLANATION,ut_1004_02_dantrans2_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1004_02_dantrans2_f.mp4,0 - 2000,Danda,exu_1002_dand.mp4
EXPLANATION,ut_1005_01_paikor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1005_01_paikor_f.mp4,0 - 2000,Paika,exu_1003_paik.mp4
EXPLANATION,ut_1006_01_paiktrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1006_01_paiktrans_f.mp4,0 - 2000,Paika,exu_1003_paik.mp4
EXPLANATION,ut_1005_02_paikor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1005_02_paikor_f.mp4,0 - 2000,Paika,exu_1003_paik.mp4
EXPLANATION,ut_1006_02_paiktrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1006_02_paiktrans_f.mp4,0 - 2000,Paika,exu_1003_paik.mp4
EXPLANATION,ut_1007_01_chhauor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1007_01_chhauor_f.mp4,0 - 2000,Chhau,exu_1004_chhau.mp4
EXPLANATION,ut_1008_01_chhtrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1008_01_chhtrans_f.mp4,0 - 2000,Chhau,exu_1004_chhau.mp4
EXPLANATION,ut_1007_02_chhauor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1007_02_chhauor_f.mp4,0 - 2000,Chhau,exu_1004_chhau.mp4
EXPLANATION,ut_1008_02_chhtrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1008_02_chhtrans_f.mp4,0 - 2000,Chhau,exu_1004_chhau.mp4
EXPLANATION,ut_1009_sambor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1009_sambor_f.mp4,0 - 2000,Sambalpuri,exu_1005_sambal.mp4
EXPLANATION,ut_1010_sambor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1010_sambor_f.mp4,0 - 2000,Sambalpuri,exu_1005_sambal.mp4
EXPLANATION,ut_1011_sambor_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1011_sambor_f.mp4,0 - 2000,Sambalpuri,exu_1005_sambal.mp4
EXPLANATION,ut_1013_mahatrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1013_mahatrans_f.mp4,0 - 2000,Mahari,exu_1006_mahari.mp4
EXPLANATION,ut_1013_mahatrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1013_mahatrans_f.mp4,0 - 2000,Mahari,exu_1006_mahari.mp4
EXPLANATION,ut_1014_gotior_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1014_gotior_f.mp4,0 - 2000,Gotipua,exu_1007_gotipua.mp4
EXPLANATION,ut_1015_gotitrans_f.mp4,,Movement Transformation Overview,exu_1000_intromt.mp4
EXPLANATION,ut_1015_gotitrans_f.mp4,0 - 2000,Gotipua,exu_1007_gotipua.mp4
CONTEXT,ut_101_sama_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_102_ardha_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_103_chauka_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_104_tribhangi_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_105_atibhanga_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_201_mardala_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_201_mardala_f.mp4,0 - 2000,Introduction,ct_704_mardala.mp4
CONTEXT,ut_201_mardala_f.mp4,,Current practices,ct_705_mardcurr.mp4
CONTEXT,ut_201_mardala_f.mp4,,Dhaneshwar Swain,ct_705_dhanswa.mp4
CONTEXT,ut_202_beena_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_203_manj_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_204_bans_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_205_alas_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_206_darp_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_207_sal_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_208_abh_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_209_ram_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_210_rav_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_211_sur_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_212_vish_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_213_shiv_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_214_dur_f.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,ut_501_bamdaksh_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_502_agraprushth_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_503_prachala_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_801_ardhabh_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_802_vesht_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_803_ekchauk_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_804_ull_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_805_chakrachauk_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_806_chakraut_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_807_parshach_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_808_kunprush_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_809_kuntras_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_810_vipchauk_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_811_viptri_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_812_utpchauk_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_813_utpur_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_814_garudthi_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_815_garudbos_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_816_balachh_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_817_balavip_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_818_balachap_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_819_kash_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_820_prith_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_821_anga_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_822_baksha_f.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,ut_901_hams_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_902_mayu_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_903_mru_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_904_gaja_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_905_turan_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_906_simhi_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_907_bhuj_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_908_mand_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_910_manav_f.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,ut_1012_mahaor_f.mp4,0 - 2000,Mahari,ct_104_mahari.mp4
CONTEXT,ut_1013_mahatrans_f.mp4,0 - 2000,Mahari,ct_104_mahari.mp4
CONTEXT,ut_1014_gotior_f.mp4,0 - 2000,Gotipua,ct_105_gotipua.mp4
CONTEXT,ut_1015_gotitrans_f.mp4,0 - 2000,Gotipua,ct_105_gotipua.mp4
SEQUENCE,exs_100_intromangala.mp4,,Bhoomipranam,sq_001_bhoomi_f.mp4
SEQUENCE,exs_100_intromangala.mp4,,Durga Stuti,sq_101_mangalacharan1_f.mp4
SEQUENCE,exs_100_intromangala.mp4,,Ganesh Bandana,sq_102_mangalacharan2_f.mp4
SEQUENCE,exs_100_intromangala.mp4,,Sabhapranam,sq_103_mangalacharan3_f.mp4
SEQUENCE,exs_101_bhumi.mp4,0 - 2000,Bhoomipranam,sq_001_bhoomi_f.mp4
SEQUENCE,exs_102_durga.mp4,0 - 2000,Durga Stuti,sq_101_mangalacharan1_f.mp4
SEQUENCE,exs_103_ganband.mp4,0 - 2000,Ganesh Bandana,sq_102_mangalacharan2_f.mp4
SEQUENCE,exs_104_sabhapranam.mp4,0 - 2000,Sabhapranam,sq_103_mangalacharan3_f.mp4
SEQUENCE,exs_200_sthayi.mp4,,Sthiti,sq_201_sthiti_f.mp4
SEQUENCE,exs_200_sthayi.mp4,,Sthayi - Pankaj Charan Das,sq_202_GPDsthayi_f.mp4
SEQUENCE,exs_200_sthayi.mp4,,Battu - Kelucharan Mahapatra,sq_203_battu_f.mp4
SEQUENCE,exs_200_sthayi.mp4,,Konark Kanti,sq_204_konark_f.mp4
SEQUENCE,exs_201_sabda.mp4,0 - 2000,Sthiti,sq_201_sthiti_f.mp4
SEQUENCE,exs_202_GPDstha.mp4,0 - 2000,Sthayi - Pankaj Charan Das,sq_202_GPDsthayi_f.mp4
SEQUENCE,exs_203_battu.mp4,0 - 2000,Battu - Kelucharan Mahapatra,sq_203_battu_f.mp4
SEQUENCE,exs_204_konark.mp4,0 - 2000,Konark kanti,sq_204_konark_f.mp4
SEQUENCE,exs_300_pallavi.mp4,,Raga Rageshri,sq_301_pallavi_f.mp4
SEQUENCE,exs_300_pallavi.mp4,,Raga Hamsadhwani,sq_302_pallavi2_f.mp4
SEQUENCE,exs_301_rage.mp4,0 - 2000,Raga Rageshri,sq_301_pallavi_f.mp4
SEQUENCE,exs_302_hamsa.mp4,0 - 2000,Raga Hamsadhwani,sq_302_pallavi2_f.mp4
SEQUENCE,exs_400_abhin.mp4,,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,exs_400_abhin.mp4,,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,exs_401_sakh.mp4,0 - 2000,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,exs_402_pratina.mp4,0 - 2000,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,exs_500_moksha.mp4,0 - 2000,Moksha,sq_501_moksha_f.mp4
SEQUENCE,exs_501_kelumoksha.mp4,0 - 2000,Moksha,sq_501_moksha_f.mp4
SEQUENCE,exs_600_introchalana.mp4,,1,sq_601_pc1_f.mp4
SEQUENCE,exs_600_introchalana.mp4,,2,sq_602_pc2_f.mp4
SEQUENCE,exs_600_introchalana.mp4,,3,sq_603_pc3_f.mp4
SEQUENCE,exs_600_introchalana.mp4,,4,sq_604_pc4_f.mp4
SEQUENCE,exs_601_pc1.mp4,0 - 2000,1,sq_601_pc1_f.mp4
SEQUENCE,exs_602_pc2.mp4,0 - 2000,2,sq_602_pc2_f.mp4
SEQUENCE,exs_603_pc3.mp4,0 - 2000,3,sq_603_pc3_f.mp4
SEQUENCE,exs_604_pc4.mp4,0 - 2000,4,sq_604_pc4_f.mp4
SEQUENCE,exs_700_vilas.mp4,0 - 2000,Vilasini Solo,sq_501_vilasini_f.mp4
SEQUENCE,exs_800_chalo.mp4,0 - 2000,Chalo Chalo Solo,sq_502_chalo_f.mp4
SEQUENCE,exs_900_liongati.mp4,0 - 2000,Gatibilas (Simha),sq_503_gatibilasl_f.mp4
SEQUENCE,exs_1000_swangati.mp4,0 - 2000,Gatibilas (Hamsa),sq_504_gatibilash_f.mp4
SEQUENCE,exs_1100_debi.mp4,0 - 2000,Debi Bharani,sq_505_debi_f.mp4
SEQUENCE,exs_1200_kunda.mp4,0 - 2000,Kundalika,sq_506_kundalika_f.mp4
SEQUENCE,exs_1300_abah.mp4,0 - 2000,Abahani,sq_507_abahani_f.mp4
SEQUENCE,exs_1400_dasa.mp4,0 - 2000,Dasavatara,sq_508_dasa_f.mp4
SEQUENCE,exs_1500_abbb.mp4,0 - 2000,Abartan Bibartan,sq_509_ABBB_f.mp4
SEQUENCE,exs_1600_murch.mp4,0 - 2000,Murchhana,sq_510_murch_f.mp4
SEQUENCE,exs_1700_sabda.mp4,0 - 2000,Shiv Parvathi Sabda,sq_511_sabda_f.mp4
SEQUENCE,exs_1800_sthsan.mp4,0 - 2000,Sthayi & Sanchari Bhava,sq_512_sthsan_f.mp4
CONTEXT,exs_400_abhin.mp4,0 - 2000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,exs_401_sakh.mp4,0 - 2000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,exs_402_pratina.mp4,0 - 2000,Art of Communication,ct_1800_abhi_ex.mp4
CONTEXT,exs_700_vilas.mp4,0 - 2000,Costume & Ornament,ct_307_costu_ex.mp4
CONTEXT,exs_800_chalo.mp4,0 - 2000,Mahari,ct_103_mahari.mp4
CONTEXT,exs_1200_kunda.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exs_1600_murch.mp4,0 - 2000,Odissi Mrudanga,ct_703_percussion.mp4
CONTEXT,exs_1800_sthsan.mp4,0 - 2000,Sthayi & Sanchari Bhava,ct_1806_bhav_ex.mp4
UNIT,exu_311_0_overtri.mp4,,Trasya,ut_311_trasya_f.mp4
UNIT,exu_311_0_overtri.mp4,,Dhanu,ut_312_dhanu_f.mp4
UNIT,exu_311_0_overtri.mp4,,Prusthadhanu,ut_313_prustha_f.mp4
UNIT,exu_311_0_overtri.mp4,,Suchi,ut_314_suchi_f.mp4
UNIT,exu_311_0_overtri.mp4,,Kunchita,ut_315_kunchi_f.mp4
UNIT,exu_311_0_overtri.mp4,,Vilagna Parshani,ut_316_vilag_f.mp4
UNIT,exu_311_trasya.mp4,0 - 2000,Trasya,ut_311_trasya_f.mp4
UNIT,exu_312_dhanu.mp4,0 - 2000,Dhanu,ut_312_dhanu_f.mp4
UNIT,exu_313_prushtha.mp4,0 - 2000,Prustha dhanu,ut_313_prustha_f.mp4
UNIT,exu_314_suchi.mp4,0 - 2000,Suchi,ut_314_suchi_f.mp4
UNIT,exu_315_kunchita.mp4,0 - 2000,Kunchita,ut_315_kunchi_f.mp4
UNIT,exu_316_vilagna.mp4,0 - 2000,Vilagna Parshani,ut_316_vilag_f.mp4
UNIT,exu_317_0_overardh.mp4,,Anukunchita,ut_317_anukun_f.mp4
UNIT,exu_317_0_overardh.mp4,,Gharshita,ut_318_ghars_f.mp4
UNIT,exu_317_0_overardh.mp4,,Utparshani,ut_319_utpar_f.mp4
UNIT,exu_317_anukun.mp4,0 - 2000,Anukunchita,ut_317_anukun_f.mp4
UNIT,exu_318_gharsita.mp4,0 - 2000,Gharshita,ut_318_ghars_f.mp4
UNIT,exu_319_utparshini.mp4,0 - 2000,Utparshani,ut_319_utpar_f.mp4
UNIT,exu_320_0_overview.mp4,,Ashrita,ut_320_ashri_f.mp4
UNIT,exu_320_0_overview.mp4,,Meenapuccha,ut_321_meena_f.mp4
UNIT,exu_320_0_overview.mp4,,Lolita,ut_322_lalita_f.mp4
UNIT,exu_320_0_overview.mp4,,Uttolita,ut_323_utta_f.mp4
UNIT,exu_320_0_overview.mp4,,Ullolita,ut_324_ullo_f.mp4
UNIT,exu_320_0_overview.mp4,,Janu Ashrita,ut_325_januas_f.mp4
UNIT,exu_320_0_overview.mp4,,Nupura,ut_326_nupura_f.mp4
UNIT,exu_320_0_overview.mp4,,Alidha,ut_327_alidh_f.mp4
UNIT,exu_320_0_overview.mp4,,Pratyalidha,ut_328_pratya_f.mp4
UNIT,exu_320_0_overview.mp4,,Bandhani,ut_329_bandh_f.mp4
UNIT,exu_320_0_overview.mp4,,Ekapada,ut_330_ekapada_f.mp4
UNIT,exu_320_0_overview.mp4,,Janghashrita,ut_331_jangh_f.mp4
UNIT,exu_320_0_overview.mp4,,Mahapada,ut_332_mahap_f.mp4
UNIT,exu_320_0_overview.mp4,,Prushta Mahapada,ut_333_prushtham_f.mp4
UNIT,exu_320_ashrita.mp4,0 - 2000,Ashrita,ut_320_ashri_f.mp4
UNIT,exu_321_meena.mp4,0 - 2000,Meenapuccha,ut_321_meena_f.mp4
UNIT,exu_322_lalita.mp4,0 - 2000,Lolita,ut_322_lalita_f.mp4
UNIT,exu_323_uttalita.mp4,0 - 2000,Uttolita,ut_323_utta_f.mp4
UNIT,exu_324_ullolita.mp4,0 - 2000,Ullolita,ut_324_ullo_f.mp4
UNIT,exu_325_januash.mp4,0 - 2000,Janu Ashrita,ut_325_januas_f.mp4
UNIT,exu_326_nupura.mp4,0 - 2000,Nupura,ut_326_nupura_f.mp4
UNIT,exu_327_alidha.mp4,0 - 2000,Alidha,ut_327_alidh_f.mp4
UNIT,exu_328_pratya.mp4,0 - 2000,Pratyalidha,ut_328_pratya_f.mp4
UNIT,exu_329_bandha.mp4,0 - 2000,Bandhani,ut_329_bandh_f.mp4
UNIT,exu_330_ekapada.mp4,0 - 2000,Ekapada,ut_330_ekapada_f.mp4
UNIT,exu_331_jangha.mp4,0 - 2000,Janghashrita,ut_331_jangh_f.mp4
UNIT,exu_332_mahapada.mp4,0 - 2000,MahaPada,ut_332_mahap_f.mp4
UNIT,exu_333_prushta.mp4,0 - 2000,Prushta Mahapada,ut_333_prushtham_f.mp4
UNIT,exu_500_introbaks.mp4,,Bamachala - Dakshyachala,ut_501_bamdaksh_f.mp4
UNIT,exu_500_introbaks.mp4,,Agrachala - Prushthachala,ut_502_agraprushth_f.mp4
UNIT,exu_500_introbaks.mp4,,Prachala,ut_503_prachala_f.mp4
UNIT,exu_501_bamdaksh.mp4,0 - 2000,Bamachala - Dakshyachala,ut_501_bamdaksh_f.mp4
UNIT,exu_502_agraprush.mp4,0 - 2000,Agrachala - Prushthachala,ut_502_agraprushth_f.mp4
UNIT,exu_503_prachala.mp4,0 - 2000,Prachala,ut_503_prachala_f.mp4
UNIT,exu_600_introcharisb.mp4,,1,ut_601_sam1_f.mp4
UNIT,exu_600_introcharisb.mp4,,2,ut_602_sam2_f.mp4
UNIT,exu_600_introcharisb.mp4,,3,ut_603_sam3_f.mp4
UNIT,exu_600_introcharisb.mp4,,4,ut_604_sam4_f.mp4
UNIT,exu_600_introcharisb.mp4,,5,ut_605_sam5_f.mp4
UNIT,exu_600_introcharisb.mp4,,6,ut_606_sam6_f.mp4
UNIT,exu_600_introcharisb.mp4,,7,ut_607_sam7_f.mp4
UNIT,exu_600_introcharisb.mp4,,8,ut_608_sam8_f.mp4
UNIT,exu_600_introcharisb.mp4,,9,ut_609_sam9_f.mp4
UNIT,exu_600_introcharisb.mp4,,10,ut_610_sam10_f.mp4
UNIT,exu_600_introcharisb.mp4,,1,ut_611_chauk1_f.mp4
UNIT,exu_600_introcharisb.mp4,,2,ut_612_chauk2_f.mp4
UNIT,exu_600_introcharisb.mp4,,3,ut_613_chauk3_f.mp4
UNIT,exu_600_introcharisb.mp4,,4,ut_614_chauk4_f.mp4
UNIT,exu_600_introcharisb.mp4,,5,ut_615_chauk5_f.mp4
UNIT,exu_600_introcharisb.mp4,,6,ut_616_chauk6_f.mp4
UNIT,exu_600_introcharisb.mp4,,7,ut_617_chauk7_f.mp4
UNIT,exu_600_introcharisb.mp4,,8,ut_618_chauk8_f.mp4
UNIT,exu_600_introcharisb.mp4,,9,ut_619_chauk9_f.mp4
UNIT,exu_600_introcharisb.mp4,,10,ut_620_chauk10_f.mp4
UNIT,exu_600_introcharisb.mp4,,1,ut_621_tri1_f.mp4
UNIT,exu_600_introcharisb.mp4,,2,ut_622_tri2_f.mp4
UNIT,exu_600_introcharisb.mp4,,3,ut_623_tri3_f.mp4
UNIT,exu_600_introcharisb.mp4,,4,ut_624_tri4_f.mp4
UNIT,exu_600_introcharisb.mp4,,5,ut_625_tri5_f.mp4
UNIT,exu_600_introcharisb.mp4,,6,ut_626_tri16_f.mp4
UNIT,exu_600_introcharisb.mp4,,7,ut_627_tri7_f.mp4
UNIT,exu_600_introcharisb.mp4,,8,ut_628_tri8_f.mp4
UNIT,exu_600_introcharisb.mp4,,9,ut_629_tri9_f.mp4
UNIT,exu_600_introcharisb.mp4,,10,ut_630_tri10_f.mp4
UNIT,exu_601_samardh.mp4,,1,ut_601_sam1_f.mp4
UNIT,exu_601_samardh.mp4,,2,ut_602_sam2_f.mp4
UNIT,exu_601_samardh.mp4,,3,ut_603_sam3_f.mp4
UNIT,exu_601_samardh.mp4,,4,ut_604_sam4_f.mp4
UNIT,exu_601_samardh.mp4,,5,ut_605_sam5_f.mp4
UNIT,exu_601_samardh.mp4,,6,ut_606_sam6_f.mp4
UNIT,exu_601_samardh.mp4,,7,ut_607_sam7_f.mp4
UNIT,exu_601_samardh.mp4,,8,ut_608_sam8_f.mp4
UNIT,exu_601_samardh.mp4,,9,ut_609_sam9_f.mp4
UNIT,exu_601_samardh.mp4,,10,ut_610_sam10_f.mp4
UNIT,exu_602_chaukk.mp4,,1,ut_611_chauk1_f.mp4
UNIT,exu_602_chaukk.mp4,,2,ut_612_chauk2_f.mp4
UNIT,exu_602_chaukk.mp4,,3,ut_613_chauk3_f.mp4
UNIT,exu_602_chaukk.mp4,,4,ut_614_chauk4_f.mp4
UNIT,exu_602_chaukk.mp4,,5,ut_615_chauk5_f.mp4
UNIT,exu_602_chaukk.mp4,,6,ut_616_chauk6_f.mp4
UNIT,exu_602_chaukk.mp4,,7,ut_617_chauk7_f.mp4
UNIT,exu_602_chaukk.mp4,,8,ut_618_chauk8_f.mp4
UNIT,exu_602_chaukk.mp4,,9,ut_619_chauk9_f.mp4
UNIT,exu_602_chaukk.mp4,,10,ut_620_chauk10_f.mp4
UNIT,exu_603_tribh.mp4,,1,ut_621_tri1_f.mp4
UNIT,exu_603_tribh.mp4,,2,ut_622_tri2_f.mp4
UNIT,exu_603_tribh.mp4,,3,ut_623_tri3_f.mp4
UNIT,exu_603_tribh.mp4,,4,ut_624_tri4_f.mp4
UNIT,exu_603_tribh.mp4,,5,ut_625_tri5_f.mp4
UNIT,exu_603_tribh.mp4,,6,ut_626_tri16_f.mp4
UNIT,exu_603_tribh.mp4,,7,ut_627_tri7_f.mp4
UNIT,exu_603_tribh.mp4,,8,ut_628_tri8_f.mp4
UNIT,exu_603_tribh.mp4,,9,ut_629_tri9_f.mp4
UNIT,exu_603_tribh.mp4,,10,ut_630_tri10_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Ardha,ut_801_ardhabh_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Veshtita,ut_802_vesht_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chauka,ut_803_ekchauk_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Ullolita,ut_804_ull_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chauka,ut_805_chakrachauk_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Uthparshini,ut_806_chakraut_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Parshachira,ut_807_parshach_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Prushtadhanu,ut_808_kunprush_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Trasya,ut_809_kuntras_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chauka,ut_810_vipchauk_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Tribhangi,ut_811_viptri_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chauka,ut_812_utpchauk_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Purna,ut_813_utpur_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Thiya,ut_814_garudthi_f.mp4
