type,category_pk,cue,name,movie
UNIT,exu_800_01_introbhrasb.mp4,,Bosa,ut_815_garudbos_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chhanda,ut_816_balachh_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Viparita,ut_817_balavip_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Chhapka,ut_818_balachap_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Akash,ut_819_kash_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Prithvi,ut_820_prith_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Anga,ut_821_anga_f.mp4
UNIT,exu_800_01_introbhrasb.mp4,,Bakshya,ut_822_baksha_f.mp4
UNIT,exu_801_ardha.mp4,0 - 2000,Ardha,ut_801_ardhabh_f.mp4
UNIT,exu_802_vesh.mp4,0 - 2000,Veshtita,ut_802_vesht_f.mp4
UNIT,exu_803_ekchauk.mp4,0 - 2000,Chauka,ut_803_ekchauk_f.mp4
UNIT,exu_805_chakra.mp4,0 - 2000,Chauka,ut_805_chakrachauk_f.mp4
UNIT,exu_808_kunch.mp4,0 - 2000,Prushtadhanu,ut_808_kunprush_f.mp4
UNIT,exu_810_vipchau.mp4,0 - 2000,Chauka,ut_810_vipchauk_f.mp4
UNIT,exu_812_utpl.mp4,0 - 2000,Chauka,ut_812_utpchauk_f.mp4
UNIT,exu_814_garud.mp4,0 - 2000,Thiya,ut_814_garudthi_f.mp4
UNIT,exu_816_balai.mp4,0 - 2000,Chhanda,ut_816_balachh_f.mp4
UNIT,exu_819_akash.mp4,0 - 2000,Akash,ut_819_kash_f.mp4
UNIT,exu_820_prithvi.mp4,0 - 2000,Prithvi,ut_820_prith_f.mp4
UNIT,exu_821_anga.mp4,0 - 2000,Anga,ut_821_anga_f.mp4
UNIT,exu_822_baksha.mp4,0 - 2000,Bakshya,ut_822_baksha_f.mp4
UNIT,exu_900_introgati.mp4,,Hamsi,ut_901_hams_f.mp4
UNIT,exu_900_introgati.mp4,,Mayuri,ut_902_mayu_f.mp4
UNIT,exu_900_introgati.mp4,,Mrugi,ut_903_mru_f.mp4
UNIT,exu_900_introgati.mp4,,Gajalila,ut_904_gaja_f.mp4
UNIT,exu_900_introgati.mp4,,Turangini,ut_905_turan_f.mp4
UNIT,exu_900_introgati.mp4,,Singhi/simhi,ut_906_simhi_f.mp4
UNIT,exu_900_introgati.mp4,,Bhujangi,ut_907_bhuj_f.mp4
UNIT,exu_900_introgati.mp4,,Manduki,ut_908_mand_f.mp4
UNIT,exu_900_introgati.mp4,,Manavi,ut_910_manav_f.mp4
UNIT,exu_901_hams.mp4,0 - 2000,Hamsi,ut_901_hams_f.mp4
UNIT,exu_902_mayuri.mp4,0 - 2000,Mayuri,ut_902_mayu_f.mp4
UNIT,exu_903_mrugi.mp4,0 - 2000,Mrugi,ut_903_mru_f.mp4
UNIT,exu_904_gaja.mp4,0 - 2000,Gajalila,ut_904_gaja_f.mp4
UNIT,exu_905_turan.mp4,0 - 2000,Turangini,ut_905_turan_f.mp4
UNIT,exu_906_simhi.mp4,0 - 2000,Singhi/simhi,ut_906_simhi_f.mp4
UNIT,exu_907_bhuj.mp4,0 - 2000,Bhujangi,ut_907_bhuj_f.mp4
UNIT,exu_908_mand.mp4,0 - 2000,Manduki,ut_908_mand_f.mp4
UNIT,exu_910_mana.mp4,0 - 2000,Manavi,ut_910_manav_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 1,ut_1001_01_karor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 1,ut_1002_01_kartrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 2,ut_1001_02_karor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2,ut_1002_02_kartrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 1,ut_1003_01_danor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 1,ut_1004_01_dantrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 2,ut_1003_02_danor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2A,ut_1004_02_dantrans1_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2B,ut_1004_02_dantrans2_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 1,ut_1005_01_paikor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2,ut_1006_01_paiktrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 2,ut_1005_02_paikor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2,ut_1006_02_paiktrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 1,ut_1007_01_chhauor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 1,ut_1008_01_chhtrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original 2,ut_1007_02_chhauor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed 2,ut_1008_02_chhtrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original & Transformed 1,ut_1009_sambor_f.mp4
UNIT,exu_1000_intromt.mp4,,Original & Transformed 2,ut_1010_sambor_f.mp4
UNIT,exu_1000_intromt.mp4,,Original & Transformed 3,ut_1011_sambor_f.mp4
UNIT,exu_1000_intromt.mp4,,Original,ut_1012_mahaor_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed,ut_1013_mahatrans_f.mp4
UNIT,exu_1000_intromt.mp4,,Original,ut_1014_gotior_f.mp4
UNIT,exu_1000_intromt.mp4,,Transformed,ut_1015_gotitrans_f.mp4
UNIT,exu_1001_kar.mp4,,Original 1,ut_1001_01_karor_f.mp4
UNIT,exu_1001_kar.mp4,,Transformed 1,ut_1002_01_kartrans_f.mp4
UNIT,exu_1001_kar.mp4,,Original 2,ut_1001_02_karor_f.mp4
UNIT,exu_1001_kar.mp4,,Transformed 2,ut_1002_02_kartrans_f.mp4
UNIT,exu_1002_dand.mp4,,Original 1,ut_1003_01_danor_f.mp4
UNIT,exu_1002_dand.mp4,,Transformed 1,ut_1004_01_dantrans_f.mp4
UNIT,exu_1002_dand.mp4,,Original 2,ut_1003_02_danor_f.mp4
UNIT,exu_1002_dand.mp4,,Transformed 2A,ut_1004_02_dantrans1_f.mp4
UNIT,exu_1002_dand.mp4,,Transformed 2B,ut_1004_02_dantrans2_f.mp4
UNIT,exu_1003_paik.mp4,,Original 1,ut_1005_01_paikor_f.mp4
UNIT,exu_1003_paik.mp4,,Transformed 2,ut_1006_01_paiktrans_f.mp4
UNIT,exu_1003_paik.mp4,,Original 2,ut_1005_02_paikor_f.mp4
UNIT,exu_1003_paik.mp4,,Transformed 2,ut_1006_02_paiktrans_f.mp4
UNIT,exu_1004_chhau.mp4,,Original 1,ut_1007_01_chhauor_f.mp4
UNIT,exu_1004_chhau.mp4,,Transformed 1,ut_1008_01_chhtrans_f.mp4
UNIT,exu_1004_chhau.mp4,,Original 2,ut_1007_02_chhauor_f.mp4
UNIT,exu_1004_chhau.mp4,,Transformed 2,ut_1008_02_chhtrans_f.mp4
UNIT,exu_1005_sambal.mp4,,Original & Transformed 1,ut_1009_sambor_f.mp4
UNIT,exu_1005_sambal.mp4,,Original & Transformed 2,ut_1010_sambor_f.mp4
UNIT,exu_1005_sambal.mp4,,Original & Transformed 3,ut_1011_sambor_f.mp4
UNIT,exu_1006_mahari.mp4,,Original,ut_1012_mahaor_f.mp4
UNIT,exu_1006_mahari.mp4,,Transformed,ut_1013_mahatrans_f.mp4
UNIT,exu_1007_gotipua.mp4,,Original,ut_1014_gotior_f.mp4
UNIT,exu_1007_gotipua.mp4,,Transformed,ut_1015_gotitrans_f.mp4
CONTEXT,exu_001_introBhangi.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_101_samabhanga.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_102_ardhabhanga.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_103_chaukabhanga.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_104_tribhangi.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_105_atibhanga.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_200_intoshilpa.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_201_marda.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_202_beena.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_203_manj.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_204_bans.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_205_alas.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_206_darp.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_207_sala.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_208_abhi.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_209_rama.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_210_rava.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_211_sury.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_212_vish.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_213_shiv.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_214_durg.mp4,0 - 2000,Iconography,ct_308_iconography_ex.mp4
CONTEXT,exu_500_introbaks.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_501_bamdaksh.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_502_agraprush.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_503_prachala.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_800_01_introbhrasb.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_801_ardha.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_802_vesh.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_803_ekchauk.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_805_chakra.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_808_kunch.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_810_vipchau.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_812_utpl.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_814_garud.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_816_balai.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_819_akash.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_820_prithvi.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_821_anga.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_822_baksha.mp4,0 - 2000,Circularity,ct_401_circula_ex.mp4
CONTEXT,exu_900_introgati.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_901_hams.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_902_mayuri.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_903_mrugi.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_904_gaja.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_905_turan.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_906_simhi.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_907_bhuj.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_908_mand.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_910_mana.mp4,0 - 2000,Realms of embodiment,ct_310_embodiment_ex.mp4
CONTEXT,exu_910_mana.mp4,0 - 2000,Mahari,ct_103_mahari.mp4
CONTEXT,exu_910_mana.mp4,0 - 2000,Gotipua,ct_105_gotipua.mp4
SEQUENCE,ct_104_02_mahari.mp4,0 - 2000,Chalo Chalo,sq_502_chalo_f.mp4
SEQUENCE,ct_307_costu_ex.mp4,0 - 2000,Vilasini,sq_501_vilasini_f.mp4
SEQUENCE,ct_1800_abhi_ex.mp4,,Sakhi Hey,sq_401_abhinaya1_f.mp4
SEQUENCE,ct_1800_abhi_ex.mp4,,Pratinayaka,sq_402_abhinaya2_f.mp4
SEQUENCE,ct_1806_bhav_ex.mp4,,Sthayi & Sanchari Bhava,sq_512_sthsan_f.mp4
UNIT,ct_104_02_mahari.mp4,,Original,ut_1012_mahaor_f.mp4
UNIT,ct_105_gotipua.mp4,,Transformed,ut_1013_mahatrans_f.mp4
UNIT,ct_106_goticurr.mp4,,Original,ut_1014_gotior_f.mp4
UNIT,ct_110_sp.mp4,,Transformed,ut_1015_gotitrans_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Sama Bhanga,ut_101_sama_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Ardha Bhanga/Abhangi,ut_102_ardha_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Chauka,ut_103_chauka_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Tribhangi,ut_104_tribhangi_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Atibhanga,ut_105_atibhanga_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Mardala,ut_201_mardala_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Beena,ut_202_beena_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Manjeera,ut_203_manj_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Bansi,ut_204_bans_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Alasa,ut_205_alas_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Darpana,ut_206_darp_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Salbhanjika,ut_207_sal_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Abhiman,ut_208_abh_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Rama,ut_209_ram_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Ravana,ut_210_rav_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Surya,ut_211_sur_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Vishnu,ut_212_vish_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Shiva,ut_213_shiv_f.mp4
UNIT,ct_308_iconography_ex.mp4,,Durga,ut_214_dur_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Hamsi,ut_901_hams_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Mayuri,ut_902_mayu_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Mrugi,ut_903_mru_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Gajalila,ut_904_gaja_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Turangini,ut_905_turan_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Singhi/simhi,ut_906_simhi_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Bhujangi,ut_907_bhuj_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Manduki,ut_908_mand_f.mp4
UNIT,ct_310_embodiment_ex.mp4,,Manavi,ut_910_manav_f.mp4
UNIT,ct_401_circula_ex.mp4,,Bamachala - Dakshyachala,ut_501_bamdaksh_f.mp4
UNIT,ct_401_circula_ex.mp4,,Agrachala - Prushthachala,ut_502_agraprushth_f.mp4
UNIT,ct_401_circula_ex.mp4,,Prachala,ut_503_prachala_f.mp4
UNIT,ct_401_circula_ex.mp4,,Ardha,ut_801_ardhabh_f.mp4
UNIT,ct_401_circula_ex.mp4,,Veshtita,ut_802_vesht_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chauka,ut_803_ekchauk_f.mp4
UNIT,ct_401_circula_ex.mp4,,Ullolita,ut_804_ull_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chauka,ut_805_chakrachauk_f.mp4
UNIT,ct_401_circula_ex.mp4,,Uthparshini,ut_806_chakraut_f.mp4
UNIT,ct_401_circula_ex.mp4,,Parshachira,ut_807_parshach_f.mp4
UNIT,ct_401_circula_ex.mp4,,Prushtadhanu,ut_808_kunprush_f.mp4
UNIT,ct_401_circula_ex.mp4,,Trasya,ut_809_kuntras_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chauka,ut_810_vipchauk_f.mp4
UNIT,ct_401_circula_ex.mp4,,Tribhangi,ut_811_viptri_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chauka,ut_812_utpchauk_f.mp4
UNIT,ct_401_circula_ex.mp4,,Purna,ut_813_utpur_f.mp4
UNIT,ct_401_circula_ex.mp4,,Thiya,ut_814_garudthi_f.mp4
UNIT,ct_401_circula_ex.mp4,,Bosa,ut_815_garudbos_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chhanda,ut_816_balachh_f.mp4
UNIT,ct_401_circula_ex.mp4,,Viparita,ut_817_balavip_f.mp4
UNIT,ct_401_circula_ex.mp4,,Chhapka,ut_818_balachap_f.mp4
UNIT,ct_401_circula_ex.mp4,,Akash,ut_819_kash_f.mp4
UNIT,ct_401_circula_ex.mp4,,Prithvi,ut_820_prith_f.mp4
UNIT,ct_401_circula_ex.mp4,,Anga,ut_821_anga_f.mp4
UNIT,ct_401_circula_ex.mp4,,Bakshya,ut_822_baksha_f.mp4
EXPLANATION,ct_104_02_mahari.mp4,,Chalo Chalo,exs_800_chalo.mp4
EXPLANATION,ct_105_gotipua.mp4,,Mahari,exu_1006_mahari.mp4
EXPLANATION,ct_106_goticurr.mp4,0 - 2000,Gotipua,exu_1007_gotipua.mp4
EXPLANATION,ct_307_costu_ex.mp4,0 - 2000,Vilasini,exs_700_vilas.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Bhangi Overview,exu_001_introBhangi.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Sama Bhanga,exu_101_samabhanga.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Ardha Bhanga/Abhangi,exu_102_ardhabhanga.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Chauka,exu_103_chaukabhanga.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Tribhangi,exu_104_tribhangi.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Atibhanga,exu_105_atibhanga.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Shilpa Bhangima Overview,exu_200_intoshilpa.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Mardala,exu_201_marda.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Beena,exu_202_beena.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Manjeera,exu_203_manj.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Bansi,exu_204_bans.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Alasa,exu_205_alas.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Darpana,exu_206_darp.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Salbhanjika,exu_207_sala.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Abhiman,exu_208_abhi.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Rama,exu_209_rama.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Ravana,exu_210_rava.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Surya,exu_211_sury.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Vishnu,exu_212_vish.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Shiva,exu_213_shiv.mp4
EXPLANATION,ct_308_iconography_ex.mp4,,Durga,exu_214_durg.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Gati Overview,exu_900_introgati.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Hamsi,exu_901_hams.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Mayuri,exu_902_mayuri.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Mrugi,exu_903_mrugi.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Gajalila,exu_904_gaja.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Turangini,exu_905_turan.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Singhi/simhi,exu_906_simhi.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Bhujangi,exu_907_bhuj.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Manduki,exu_908_mand.mp4
EXPLANATION,ct_310_embodiment_ex.mp4,,Manavi,exu_910_mana.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Bakshyachalana Overview,exu_500_introbaks.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Bamachala - Dakshyachala,exu_501_bamdaksh.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Agrachala - Prushthachala,exu_502_agraprush.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Prachala,exu_503_prachala.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Bhramari Overview,exu_800_01_introbhrasb.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Ardha,exu_801_ardha.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Veshtita,exu_802_vesh.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Ekapada,exu_803_ekchauk.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Chakra,exu_805_chakra.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Kunchita,exu_808_kunch.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Viparita,exu_810_vipchau.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Utpluta,exu_812_utpl.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Garuda,exu_814_garud.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Balaita,exu_816_balai.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Akash,exu_819_akash.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Prithvi,exu_820_prithvi.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Anga,exu_821_anga.mp4
EXPLANATION,ct_401_circula_ex.mp4,,Bakshya,exu_822_baksha.mp4
EXPLANATION,ct_1800_abhi_ex.mp4,,Abhinaya Overview,exs_400_abhin.mp4
EXPLANATION,ct_1800_abhi_ex.mp4,,Sakhi Hey,exs_401_sakh.mp4
EXPLANATION,ct_1800_abhi_ex.mp4,,Pratinayaka,exs_402_pratina.mp4
